Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_259.jpg,0,0,0,0,99.66999,85.58899,0.0002349411,39.04747,6.998205E-07
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_308.jpg,0,0,0,0,99.66999,85.58899,0.0002349411,39.04747,6.998205E-07
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_358.jpg,0,0,0,0,99.66999,85.58899,0.0002349411,39.04747,6.998205E-07
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_408.jpg,0,0.05110025,0,0,99.66999,85.58899,0.0002349411,39.04747,6.998205E-07
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_459.jpg,0,0.199944,0,0,99.66994,85.58894,-0.001694123,39.0494,1.495667E-06
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_509.jpg,0,0.3538477,0,0.01451199,99.67039,85.5893,0.01020018,39.02856,1.733519E-05
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_559.jpg,0,0.5006079,0,0.02854136,99.67262,85.59111,0.07167383,39.07055,4.853507E-05
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_608.jpg,0,0.6504306,0,0.06584881,99.6752,85.59322,0.1403393,39.12588,-0.0001333425
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_658.jpg,0,0.8001775,0,0.06783535,99.6811,85.59801,0.2917043,39.03933,0.0002150604
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_708.jpg,2.995401,0.9499474,0,0.1100651,99.68613,85.60218,0.4156196,38.96902,0.002440256
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_758.jpg,6.004657,1,0,0.1657864,99.69611,85.61067,0.632076,39.06709,-0.0005618171
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_808.jpg,8.989126,1,0,0.19782,99.70403,85.61779,0.7910265,39.03667,-0.0002188804
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_858.jpg,8.983789,1,0,0.2387464,99.71768,85.63052,1.043652,39.2417,-0.002296765
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_908.jpg,5.988055,1,0,0.2839664,99.72809,85.64016,1.213471,39.53163,-0.004345828
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_15_958.jpg,2.981056,1,0,0.3360283,99.74471,85.65485,1.352107,39.72498,-0.004786627
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_008.jpg,2.959272,1,0,0.3878885,99.75449,85.66348,1.259426,39.90289,-0.004461031
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_058.jpg,5.964398,1,0,0.4307722,99.77212,85.67921,1.14106,39.96599,0.002501653
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_108.jpg,8.952101,1,0,0.4704279,99.78517,85.69141,1.096214,40.0931,0.01060183
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_158.jpg,11.94588,1,0,0.5039456,99.80595,85.71198,1.061548,40.35646,0.03670541
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_208.jpg,13.93275,1,0,0.5455456,99.82087,85.72743,1.065181,40.7488,0.05668077
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_258.jpg,10.92793,1,0,0.5884851,99.84614,85.7532,1.1265,41.25657,0.07260773
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_308.jpg,7.920908,1,0,0.634075,99.86443,85.77125,1.172619,41.56696,0.05656848
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_358.jpg,4.919401,1,0,0.6521189,99.89301,85.79871,1.203863,41.89505,-0.003468714
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_407.jpg,1.942988,1,0,0.7087853,99.91309,85.81832,1.216204,42.06726,359.9884
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_458.jpg,-1.054055,1,0,0.739208,99.94532,85.84836,1.213596,42.07191,359.9897
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_508.jpg,-4.070471,1,0,0.7914467,99.96859,85.86918,1.211108,42.01729,-0.003218645
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_558.jpg,-6.089976,1,0,0.8223369,100.006,85.90097,1.197275,41.73899,0.0004472082
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_608.jpg,-9.079142,1,0,0.8801306,100.0331,85.92296,1.204311,41.47023,0.001389877
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_658.jpg,-12.09109,1,0,0.9040587,100.0761,85.95575,1.200955,40.75764,0.0005632407
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_708.jpg,-15,1,0,0.9431332,100.1065,85.97751,1.192761,40.10954,359.9933
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_758.jpg,-15,1,0,0.972119,100.1551,86.01043,1.194288,39.00648,359.9738
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_808.jpg,-12.01145,1,0,1.025506,100.1891,86.03322,1.205205,38.3716,359.9708
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_858.jpg,-8.997395,1,0,1.052892,100.2414,86.06902,1.209306,37.58809,-0.0001156053
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_907.jpg,-6.001147,1,0,1.109429,100.2782,86.09393,1.223484,37.16901,0.003810887
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_16_957.jpg,-3.01814,1,0,1.140196,100.3346,86.13309,1.231691,36.81223,0.001409959
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_007.jpg,-0.01819734,1,0,1.18637,100.3729,86.16049,1.227493,36.70712,0.0005154774
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_057.jpg,0,1,0,1.218636,100.4319,86.20377,1.22861,36.62797,-0.0004472134
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_107.jpg,0,1,0,1.267162,100.4725,86.23366,1.231233,36.60227,-0.0006012488
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_157.jpg,0,1,0,1.296406,100.5353,86.27991,1.235101,36.57494,-0.0006998834
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_207.jpg,0,1,0,1.343885,100.5783,86.31162,1.235755,36.56424,-0.0008810859
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_257.jpg,0,1,0,1.375956,100.6449,86.36062,1.239422,36.54334,-0.000897206
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_307.jpg,0,1,0,1.423186,100.6906,86.39423,1.243038,36.52914,-0.000877619
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_358.jpg,0,1,0,1.45456,100.7611,86.44599,1.247771,36.51544,-0.000959122
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_407.jpg,-3.009333,1,0,1.502418,100.8094,86.48112,1.247751,36.44444,-0.0005243947
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_458.jpg,-6.000834,1,0,1.532803,100.8848,86.53375,1.246405,36.04495,0.0009952018
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_507.jpg,-8.99957,1,0,1.577108,100.9371,86.56873,1.248195,35.59718,0.001737148
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_557.jpg,-11.996,1,0,1.605149,101.0188,86.6198,1.249048,34.57035,359.9717
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_607.jpg,-14.97795,1,0,1.632836,101.0753,86.65268,1.232901,33.66968,359.9401
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_657.jpg,-15,1,0,1.674709,101.1627,86.7003,1.174438,32.11878,359.8895
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_707.jpg,-15,1,0,1.719249,101.2228,86.73122,1.121686,31.05207,359.8545
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_757.jpg,-15,1,0,1.747841,101.316,86.77637,1.040157,29.43221,359.7875
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_807.jpg,-15,1,0,1.777278,101.3801,86.80563,0.984603,28.33881,359.7358
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_857.jpg,-15,1,0,1.819964,101.4789,86.84814,0.8941853,26.67553,359.6546
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_907.jpg,-15,1,0,1.849216,101.5468,86.87542,0.8303277,25.55248,359.5963
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_17_957.jpg,-15,1,0,1.891951,101.6513,86.91462,0.7278016,23.84846,359.5059
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_007.jpg,-15,1,0,1.933826,101.7227,86.93954,0.6539665,22.69962,359.4458
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_057.jpg,-15,1,0,1.961824,101.8328,86.97484,0.5442713,20.9576,359.3471
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_107.jpg,-13.0341,1,0,1.989789,101.908,86.99726,0.4675505,19.8216,359.2889
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_157.jpg,-10.02602,1,0,2.035699,102.0236,87.03057,0.3774553,18.38667,359.2229
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_207.jpg,-7.022666,1,0,2.065582,102.1025,87.05296,0.3375093,17.63478,359.1996
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_257.jpg,-4.029575,1,0,2.110379,102.2236,87.0876,0.3104156,16.86698,359.2093
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_307.jpg,-1.015905,1,0,2.14025,102.3063,87.11156,0.324899,16.58358,359.2381
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_357.jpg,0,1,0,2.182754,102.433,87.14935,0.3983644,16.483,359.3176
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_407.jpg,0,1,0,2.211056,102.5194,87.17515,0.4779426,16.47442,359.3802
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_457.jpg,0.9959865,1,0,2.25352,102.6515,87.21479,0.6351013,16.50086,359.4888
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_506.jpg,3.989026,1,0,2.281467,102.7409,87.24285,0.7578099,16.67939,359.5924
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_556.jpg,6.988096,1,0,2.321515,102.8765,87.28862,0.9679369,17.34875,359.8072
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_607.jpg,9.9875,1,0,2.347405,102.9675,87.32195,1.12447,18.06365,359.9892
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_656.jpg,9.997149,1,0,2.384625,103.1039,87.37393,1.283765,19.42847,0.1925008
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_706.jpg,7.015706,1,0,2.408041,103.1943,87.40839,1.295631,20.26707,0.2406663
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_757.jpg,4.012325,1,0,2.444426,103.3294,87.45953,1.169282,21.18035,0.1837436
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_806.jpg,1.009432,1,0,2.49184,103.4212,87.49537,1.085889,21.61223,0.1292385
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_856.jpg,0,1,0,2.534423,103.5616,87.55051,1.013372,21.77372,0.0648853
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_906.jpg,0,1,0,2.56204,103.6569,87.58813,0.9969568,21.78996,0.02874477
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_18_956.jpg,0,1,0,2.603419,103.8024,87.64592,1.012196,21.79154,-0.001730389
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_006.jpg,3.011951,1,0,2.630994,103.9007,87.68581,1.043864,21.88474,-0.001779346
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_056.jpg,6.00399,1,0,2.671318,104.0494,87.74871,1.111641,22.39114,0.01922062
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_107.jpg,9.009269,1,0,2.697585,104.149,87.79333,1.161512,22.99509,0.06656834
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_156.jpg,12.00793,1,0,2.734249,104.2977,87.86485,1.215146,24.35163,0.1849035
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_207.jpg,15,1,0,2.755569,104.3953,87.91477,1.168064,25.54989,0.2436123
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_256.jpg,13.99378,1,0,2.782829,104.5386,87.99403,0.9690695,27.65651,0.3192946
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_306.jpg,11.00045,1,0,2.823094,104.634,88.05057,0.8415831,28.94439,0.408843
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_356.jpg,7.991967,1,0,2.865454,104.7781,88.1386,0.6747108,30.45808,0.5558269
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_406.jpg,8.999527,1,0,2.893234,104.8748,88.19926,0.5745406,31.28307,0.6512038
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_456.jpg,11.98944,1,0,2.92999,105.0186,88.29494,0.4120139,32.73864,0.8205261
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_506.jpg,14.99395,1,0,2.952701,105.1128,88.36211,0.2806291,33.94902,0.9508633
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_556.jpg,13.9975,1,0,2.984903,105.2515,88.46754,0.03164779,36.01648,1.149144
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_606.jpg,10.99106,1,0,3.009419,105.3445,88.5402,359.9007,37.22888,1.211679
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_656.jpg,8.000332,1,0,3.041239,105.4868,88.65303,359.8901,38.59127,1.161377
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_706.jpg,5.005188,1,0,3.07379,105.5833,88.73228,0.003740276,39.3563,1.085593
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_756.jpg,2.000063,1,0,3.112104,105.7277,88.85336,0.1187108,40.07574,0.9605644
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_805.jpg,0,1,0,3.138991,105.8251,88.93542,0.2089059,40.29775,0.8658593
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_856.jpg,0,1,0,3.1789,105.973,89.06049,0.3805941,40.40203,0.7193587
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_906.jpg,0,1,0,3.204998,106.0728,89.14508,0.5156175,40.41811,0.6190104
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_19_956.jpg,-3.014414,1,0,3.243781,106.2251,89.2726,0.7427995,40.24895,0.4391622
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_006.jpg,-5.998114,1,0,3.268923,106.329,89.35712,0.9081591,39.8889,0.2833558
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_056.jpg,-9.001905,1,0,3.304342,106.4893,89.48176,1.173914,38.86733,359.9794
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_106.jpg,-11.02234,1,0,3.327867,106.5975,89.56353,1.302478,37.94483,359.8105
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_155.jpg,-8.015926,1,0,3.359668,106.76,89.68415,1.349328,36.46554,359.6574
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_205.jpg,-5.009031,1,0,3.381329,106.8682,89.7635,1.277563,35.62153,359.6282
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_255.jpg,-2.009191,1,0,3.41434,107.0302,89.88155,1.027356,34.76477,359.6927
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_306.jpg,0,1,0,3.464221,107.1416,89.96009,0.8814203,34.37679,359.7246
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_356.jpg,0,1,0,3.502283,107.3121,90.0781,0.7190853,34.19878,359.7331
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_406.jpg,3.010693,1,0,3.527526,107.4272,90.15799,0.6486883,34.25741,359.7456
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_455.jpg,6.009712,1,0,3.5642,107.6007,90.28166,0.5992529,34.76627,359.8224
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_505.jpg,8.999723,1,0,3.58792,107.7164,90.36723,0.6032772,35.39674,359.9233
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_555.jpg,12.01901,1,0,3.621246,107.8886,90.50058,0.6309946,36.81067,0.1295385
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_605.jpg,15,1,0,3.642983,108.0017,90.59315,0.6444074,38.03473,0.3140995
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_655.jpg,15,1,0,3.673451,108.1679,90.73789,0.6531897,40.17954,0.6702071
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_706.jpg,15,1,0,3.691404,108.2762,90.83648,0.5950066,41.7135,0.8874667
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_755.jpg,15,1,0,3.714017,108.4336,90.98759,0.3685555,44.10004,1.179025
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_806.jpg,15,1,0,3.727331,108.5353,91.09017,0.1300801,45.60682,1.325653
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_856.jpg,15,1,0,3.738347,108.686,91.24747,359.8101,47.57104,1.366175
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_906.jpg,15,1,0,3.773673,108.7866,91.35926,359.8071,48.96769,1.333517
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_20_955.jpg,13.01467,1,0,3.788086,108.9349,91.53563,0.01427894,50.91927,1.237562
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_005.jpg,10.03585,1,0,3.811832,109.031,91.65705,0.1430972,52.18111,1.153618
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_055.jpg,7.009784,1,0,3.86137,109.1713,91.84226,0.2139194,53.90112,1.005263
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_105.jpg,4.023262,1,0,3.890524,109.2625,91.96825,0.2081003,54.80372,0.912805
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_155.jpg,1.011491,1,0,3.930807,109.3975,92.1618,0.2274804,55.55008,0.8430265
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_205.jpg,-0.9869226,1,0,3.955202,109.4878,92.29276,0.2645196,55.76118,0.8040732
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_255.jpg,-2.99424,1,0,3.99133,109.6252,92.49083,0.3561556,55.67931,0.7123634
C:\Users\steve\Documents\Udacity Robotics\RoboND-Rover-Project\IMG\robocam_2017_05_31_22_42_21_305.jpg,-5.992847,1,0,4.015061,109.719,92.62343,0.4406592,55.37447,0.61585
